 2010 7 7 1 0 2 18 18 3 33.3333 66.6667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 33.3333 66.6667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 2010 7 7 1 0 2 20 20 17 0 52.9412 47.0588 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 52.9412 47.0588 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 2010 7 7 1 0 2 22 22 19 5.26316 31.5789 57.8947 5.26316 0 0 0 0 0 0 0 0 0 0 0 0 0 5.26316 31.5789 57.8947 5.26316 0 0 0 0 0 0 0 0 0 0 0 0 0
 2010 7 7 1 0 2 24 24 30 0 26.6667 50 20 3.33333 0 0 0 0 0 0 0 0 0 0 0 0 0 26.6667 50 20 3.33333 0 0 0 0 0 0 0 0 0 0 0 0
 2010 7 7 1 0 2 26 26 29 0 13.7931 34.4828 44.8276 3.44828 3.44828 0 0 0 0 0 0 0 0 0 0 0 0 13.7931 34.4828 44.8276 3.44828 3.44828 0 0 0 0 0 0 0 0 0 0 0
 2010 7 7 1 0 2 28 28 33 0 6.06061 42.4242 39.3939 12.1212 0 0 0 0 0 0 0 0 0 0 0 0 0 6.06061 42.4242 39.3939 12.1212 0 0 0 0 0 0 0 0 0 0 0 0
 2010 7 7 1 0 2 30 30 24 0 0 20.8333 41.6667 16.6667 12.5 4.16667 0 0 0 4.16667 0 0 0 0 0 0 0 0 20.8333 41.6667 16.6667 12.5 4.16667 0 0 0 4.16667 0 0 0 0 0 0
 2010 7 7 1 0 2 32 32 34 0 0 17.6471 32.3529 35.2941 11.7647 2.94118 0 0 0 0 0 0 0 0 0 0 0 0 17.6471 32.3529 35.2941 11.7647 2.94118 0 0 0 0 0 0 0 0 0 0
 2010 7 7 1 0 2 34 34 35 0 0 11.4286 22.8571 34.2857 17.1429 11.4286 2.85714 0 0 0 0 0 0 0 0 0 0 0 11.4286 22.8571 34.2857 17.1429 11.4286 2.85714 0 0 0 0 0 0 0 0 0
 2010 7 7 1 0 2 36 36 44 0 0 2.27273 11.3636 27.2727 43.1818 11.3636 0 2.27273 0 2.27273 0 0 0 0 0 0 0 0 2.27273 11.3636 27.2727 43.1818 11.3636 0 2.27273 0 2.27273 0 0 0 0 0 0
 2010 7 7 1 0 2 38 38 30 0 0 0 6.66667 16.6667 56.6667 10 6.66667 0 0 0 0 3.33333 0 0 0 0 0 0 0 6.66667 16.6667 56.6667 10 6.66667 0 0 0 0 3.33333 0 0 0 0
 2010 7 7 1 0 2 40 40 29 0 0 0 0 3.44828 24.1379 41.3793 17.2414 13.7931 0 0 0 0 0 0 0 0 0 0 0 0 3.44828 24.1379 41.3793 17.2414 13.7931 0 0 0 0 0 0 0 0
 2010 7 7 1 0 2 42 42 11 0 0 0 0 0 45.4545 27.2727 9.09091 18.1818 0 0 0 0 0 0 0 0 0 0 0 0 0 45.4545 27.2727 9.09091 18.1818 0 0 0 0 0 0 0 0
 2010 7 7 1 0 2 44 44 20 0 0 0 0 5 5 15 25 15 25 5 5 0 0 0 0 0 0 0 0 0 5 5 15 25 15 25 5 5 0 0 0 0 0
 2010 7 7 1 0 2 46 46 13 0 0 0 0 0 0 7.69231 7.69231 38.4615 23.0769 23.0769 0 0 0 0 0 0 0 0 0 0 0 0 7.69231 7.69231 38.4615 23.0769 23.0769 0 0 0 0 0 0
 2010 7 7 1 0 2 48 48 17 0 0 0 0 0 0 0 0 11.7647 35.2941 29.4118 5.88235 5.88235 5.88235 5.88235 0 0 0 0 0 0 0 0 0 0 11.7647 35.2941 29.4118 5.88235 5.88235 5.88235 5.88235 0 0
 2010 7 7 1 0 2 50 50 3 0 0 0 0 0 0 33.3333 0 0 0 33.3333 0 33.3333 0 0 0 0 0 0 0 0 0 0 33.3333 0 0 0 33.3333 0 33.3333 0 0 0 0
 2010 7 7 1 0 2 52 52 1 0 0 0 0 0 0 0 0 100 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 100 0 0 0 0 0 0 0 0
 2010 7 7 1 0 2 54 54 2 0 0 0 0 0 0 0 0 0 50 0 0 0 50 0 0 0 0 0 0 0 0 0 0 0 0 50 0 0 0 50 0 0 0
 2010 7 7 1 0 2 56 56 1 0 0 0 0 0 0 0 0 0 0 0 0 0 100 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 100 0 0 0
 2011 7 7 1 0 2 18 18 1 0 100 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 100 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 2011 7 7 1 0 2 20 20 10.6 0 43.3962 56.6038 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 43.3962 56.6038 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 2011 7 7 1 0 2 22 22 19 0 36.8421 42.1053 21.0526 0 0 0 0 0 0 0 0 0 0 0 0 0 0 36.8421 42.1053 21.0526 0 0 0 0 0 0 0 0 0 0 0 0 0
 2011 7 7 1 0 2 24 24 14 0 7.14286 64.2857 14.2857 14.2857 0 0 0 0 0 0 0 0 0 0 0 0 0 7.14286 64.2857 14.2857 14.2857 0 0 0 0 0 0 0 0 0 0 0 0
 2011 7 7 1 0 2 26 26 34 0 5.88235 38.2353 38.2353 17.6471 0 0 0 0 0 0 0 0 0 0 0 0 0 5.88235 38.2353 38.2353 17.6471 0 0 0 0 0 0 0 0 0 0 0 0
 2011 7 7 1 0 2 28 28 32 0 3.125 43.75 31.25 21.875 0 0 0 0 0 0 0 0 0 0 0 0 0 3.125 43.75 31.25 21.875 0 0 0 0 0 0 0 0 0 0 0 0
 2011 7 7 1 0 2 30 30 45 0 0 22.2222 35.5556 31.1111 11.1111 0 0 0 0 0 0 0 0 0 0 0 0 0 22.2222 35.5556 31.1111 11.1111 0 0 0 0 0 0 0 0 0 0 0
 2011 7 7 1 0 2 32 32 45 0 0 13.3333 37.7778 35.5556 4.44444 8.88889 0 0 0 0 0 0 0 0 0 0 0 0 13.3333 37.7778 35.5556 4.44444 8.88889 0 0 0 0 0 0 0 0 0 0
 2011 7 7 1 0 2 34 34 31 0 0 9.67742 12.9032 51.6129 22.5806 0 3.22581 0 0 0 0 0 0 0 0 0 0 0 9.67742 12.9032 51.6129 22.5806 0 3.22581 0 0 0 0 0 0 0 0 0
 2011 7 7 1 0 2 36 36 37 0 0 0 13.5135 43.2432 16.2162 18.9189 8.10811 0 0 0 0 0 0 0 0 0 0 0 0 13.5135 43.2432 16.2162 18.9189 8.10811 0 0 0 0 0 0 0 0 0
 2011 7 7 1 0 2 38 38 26 0 0 0 3.84615 23.0769 19.2308 30.7692 11.5385 3.84615 0 3.84615 0 3.84615 0 0 0 0 0 0 0 3.84615 23.0769 19.2308 30.7692 11.5385 3.84615 0 3.84615 0 3.84615 0 0 0 0
 2011 7 7 1 0 2 40 40 24 0 0 0 0 8.33333 20.8333 29.1667 25 12.5 4.16667 0 0 0 0 0 0 0 0 0 0 0 8.33333 20.8333 29.1667 25 12.5 4.16667 0 0 0 0 0 0 0
 2011 7 7 1 0 2 42 42 32 0 0 0 0 3.125 6.25 28.125 40.625 9.375 12.5 0 0 0 0 0 0 0 0 0 0 0 3.125 6.25 28.125 40.625 9.375 12.5 0 0 0 0 0 0 0
 2011 7 7 1 0 2 44 44 13 0 0 0 0 0 0 30.7692 30.7692 30.7692 0 7.69231 0 0 0 0 0 0 0 0 0 0 0 0 30.7692 30.7692 30.7692 0 7.69231 0 0 0 0 0 0
 2011 7 7 1 0 2 46 46 13 0 0 0 0 0 7.69231 7.69231 23.0769 7.69231 23.0769 15.3846 7.69231 0 0 7.69231 0 0 0 0 0 0 0 7.69231 7.69231 23.0769 7.69231 23.0769 15.3846 7.69231 0 0 7.69231 0 0
 2011 7 7 1 0 2 48 48 10 0 0 0 0 0 0 0 0 10 20 30 30 0 10 0 0 0 0 0 0 0 0 0 0 0 10 20 30 30 0 10 0 0 0
 2011 7 7 1 0 2 50 50 7 0 0 0 0 0 0 0 0 0 14.2857 42.8571 14.2857 14.2857 14.2857 0 0 0 0 0 0 0 0 0 0 0 0 14.2857 42.8571 14.2857 14.2857 14.2857 0 0 0
 2011 7 7 1 0 2 52 52 4 0 0 0 0 0 0 0 0 0 0 25 25 25 0 0 25 0 0 0 0 0 0 0 0 0 0 0 25 25 25 0 0 25 0
 2011 7 7 1 0 2 56 56 4 0 0 0 0 0 0 0 0 0 0 0 25 0 0 0 0 75 0 0 0 0 0 0 0 0 0 0 0 25 0 0 0 0 75
 2012 7 7 1 0 2 12 12 0.6 100 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 100 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 2012 7 7 1 0 2 18 18 1 0 0 100 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 100 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 2012 7 7 1 0 2 20 20 2 0 50 50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 50 50 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 2012 7 7 1 0 2 22 22 13 0 15.3846 53.8462 30.7692 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15.3846 53.8462 30.7692 0 0 0 0 0 0 0 0 0 0 0 0 0
 2012 7 7 1 0 2 24 24 14 0 14.2857 35.7143 50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14.2857 35.7143 50 0 0 0 0 0 0 0 0 0 0 0 0 0
 2012 7 7 1 0 2 26 26 27 0 3.7037 18.5185 59.2593 11.1111 7.40741 0 0 0 0 0 0 0 0 0 0 0 0 3.7037 18.5185 59.2593 11.1111 7.40741 0 0 0 0 0 0 0 0 0 0 0
 2012 7 7 1 0 2 28 28 42 0 2.38095 21.4286 50 19.0476 7.14286 0 0 0 0 0 0 0 0 0 0 0 0 2.38095 21.4286 50 19.0476 7.14286 0 0 0 0 0 0 0 0 0 0 0
 2012 7 7 1 0 2 30 30 32 0 0 18.75 56.25 9.375 3.125 9.375 3.125 0 0 0 0 0 0 0 0 0 0 0 18.75 56.25 9.375 3.125 9.375 3.125 0 0 0 0 0 0 0 0 0
 2012 7 7 1 0 2 32 32 31 0 0 3.22581 29.0323 29.0323 32.2581 6.45161 0 0 0 0 0 0 0 0 0 0 0 0 3.22581 29.0323 29.0323 32.2581 6.45161 0 0 0 0 0 0 0 0 0 0
 2012 7 7 1 0 2 34 34 46 0 0 4.34783 39.1304 26.087 17.3913 13.0435 0 0 0 0 0 0 0 0 0 0 0 0 4.34783 39.1304 26.087 17.3913 13.0435 0 0 0 0 0 0 0 0 0 0
 2012 7 7 1 0 2 36 36 43 0 0 2.32558 13.9535 30.2326 30.2326 11.6279 9.30233 0 2.32558 0 0 0 0 0 0 0 0 0 2.32558 13.9535 30.2326 30.2326 11.6279 9.30233 0 2.32558 0 0 0 0 0 0 0
 2012 7 7 1 0 2 38 38 39 0 0 0 15.3846 20.5128 33.3333 17.9487 10.2564 0 2.5641 0 0 0 0 0 0 0 0 0 0 15.3846 20.5128 33.3333 17.9487 10.2564 0 2.5641 0 0 0 0 0 0 0
 2012 7 7 1 0 2 40 40 36 0 0 0 8.33333 13.8889 25 16.6667 25 5.55556 2.77778 0 2.77778 0 0 0 0 0 0 0 0 8.33333 13.8889 25 16.6667 25 5.55556 2.77778 0 2.77778 0 0 0 0 0
 2012 7 7 1 0 2 42 42 13 0 0 0 0 0 23.0769 30.7692 23.0769 0 15.3846 7.69231 0 0 0 0 0 0 0 0 0 0 0 23.0769 30.7692 23.0769 0 15.3846 7.69231 0 0 0 0 0 0
 2012 7 7 1 0 2 44 44 24 0 0 0 0 4.16667 8.33333 16.6667 37.5 4.16667 8.33333 16.6667 0 0 4.16667 0 0 0 0 0 0 0 4.16667 8.33333 16.6667 37.5 4.16667 8.33333 16.6667 0 0 4.16667 0 0 0
 2012 7 7 1 0 2 46 46 14 0 0 0 0 0 0 0 0 28.5714 7.14286 14.2857 21.4286 7.14286 21.4286 0 0 0 0 0 0 0 0 0 0 0 28.5714 7.14286 14.2857 21.4286 7.14286 21.4286 0 0 0
 2012 7 7 1 0 2 48 48 9 0 0 0 0 0 0 0 0 11.1111 11.1111 22.2222 11.1111 22.2222 0 11.1111 11.1111 0 0 0 0 0 0 0 0 0 11.1111 11.1111 22.2222 11.1111 22.2222 0 11.1111 11.1111 0
 2012 7 7 1 0 2 50 50 7 0 0 0 0 0 0 0 0 0 0 28.5714 28.5714 0 14.2857 28.5714 0 0 0 0 0 0 0 0 0 0 0 0 28.5714 28.5714 0 14.2857 28.5714 0 0
 2012 7 7 1 0 2 52 52 7 0 0 0 0 0 0 0 0 0 28.5714 0 0 14.2857 28.5714 0 14.2857 14.2857 0 0 0 0 0 0 0 0 0 28.5714 0 0 14.2857 28.5714 0 14.2857 14.2857
 2012 7 7 1 0 2 54 54 3 0 0 0 0 0 0 0 0 0 0 0 33.3333 0 33.3333 0 0 33.3333 0 0 0 0 0 0 0 0 0 0 0 33.3333 0 33.3333 0 0 33.3333
 2012 7 7 1 0 2 58 58 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 100 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 100
 2012 7 7 1 0 2 60 60 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 100 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 100
 2013 7 7 1 0 2 20 20 7 0 14.2857 14.2857 14.2857 57.1429 0 0 0 0 0 0 0 0 0 0 0 0 0 14.2857 14.2857 14.2857 57.1429 0 0 0 0 0 0 0 0 0 0 0 0
 2013 7 7 1 0 2 22 22 8 0 25 37.5 0 37.5 0 0 0 0 0 0 0 0 0 0 0 0 0 25 37.5 0 37.5 0 0 0 0 0 0 0 0 0 0 0 0
 2013 7 7 1 0 2 24 24 13 0 30.7692 7.69231 7.69231 30.7692 23.0769 0 0 0 0 0 0 0 0 0 0 0 0 30.7692 7.69231 7.69231 30.7692 23.0769 0 0 0 0 0 0 0 0 0 0 0
 2013 7 7 1 0 2 26 26 12 0 0 25 33.3333 41.6667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25 33.3333 41.6667 0 0 0 0 0 0 0 0 0 0 0 0
 2013 7 7 1 0 2 28 28 17 0 0 11.7647 52.9412 29.4118 5.88235 0 0 0 0 0 0 0 0 0 0 0 0 0 11.7647 52.9412 29.4118 5.88235 0 0 0 0 0 0 0 0 0 0 0
 2013 7 7 1 0 2 30 30 30 0 0 16.6667 20 36.6667 23.3333 3.33333 0 0 0 0 0 0 0 0 0 0 0 0 16.6667 20 36.6667 23.3333 3.33333 0 0 0 0 0 0 0 0 0 0
 2013 7 7 1 0 2 32 32 44 0 0 2.27273 25 50 20.4545 0 0 2.27273 0 0 0 0 0 0 0 0 0 0 2.27273 25 50 20.4545 0 0 2.27273 0 0 0 0 0 0 0 0
 2013 7 7 1 0 2 34 34 70 0 0 0 12.8571 28.5714 34.2857 20 4.28571 0 0 0 0 0 0 0 0 0 0 0 0 12.8571 28.5714 34.2857 20 4.28571 0 0 0 0 0 0 0 0 0
 2013 7 7 1 0 2 36 36 56 0 0 0 8.92857 26.7857 32.1429 23.2143 8.92857 0 0 0 0 0 0 0 0 0 0 0 0 8.92857 26.7857 32.1429 23.2143 8.92857 0 0 0 0 0 0 0 0 0
 2013 7 7 1 0 2 38 38 68 0 0 0 2.94118 26.4706 25 33.8235 8.82353 0 2.94118 0 0 0 0 0 0 0 0 0 0 2.94118 26.4706 25 33.8235 8.82353 0 2.94118 0 0 0 0 0 0 0
 2013 7 7 1 0 2 40 40 50 0 0 0 0 12 26 34 22 2 4 0 0 0 0 0 0 0 0 0 0 0 12 26 34 22 2 4 0 0 0 0 0 0 0
 2013 7 7 1 0 2 42 42 25 0 0 0 4 8 20 28 16 8 8 8 0 0 0 0 0 0 0 0 0 4 8 20 28 16 8 8 8 0 0 0 0 0 0
 2013 7 7 1 0 2 44 44 30 0 0 0 0 0 20 13.3333 16.6667 20 10 10 6.66667 0 0 3.33333 0 0 0 0 0 0 0 20 13.3333 16.6667 20 10 10 6.66667 0 0 3.33333 0 0
 2013 7 7 1 0 2 46 46 19 0 0 0 0 0 0 5.26316 10.5263 5.26316 26.3158 21.0526 15.7895 5.26316 0 5.26316 0 5.26316 0 0 0 0 0 0 5.26316 10.5263 5.26316 26.3158 21.0526 15.7895 5.26316 0 5.26316 0 5.26316
 2013 7 7 1 0 2 48 48 15 0 0 0 0 0 0 0 6.66667 0 33.3333 13.3333 13.3333 26.6667 6.66667 0 0 0 0 0 0 0 0 0 0 6.66667 0 33.3333 13.3333 13.3333 26.6667 6.66667 0 0 0
 2013 7 7 1 0 2 50 50 6 0 0 0 0 0 0 0 0 0 16.6667 0 16.6667 16.6667 33.3333 0 16.6667 0 0 0 0 0 0 0 0 0 0 16.6667 0 16.6667 16.6667 33.3333 0 16.6667 0
 2013 7 7 1 0 2 52 52 5 0 0 0 0 0 0 0 0 0 0 20 0 20 20 20 0 20 0 0 0 0 0 0 0 0 0 0 20 0 20 20 20 0 20
 2013 7 7 1 0 2 56 56 2 0 0 0 0 0 0 0 0 0 0 50 0 0 0 0 0 50 0 0 0 0 0 0 0 0 0 0 50 0 0 0 0 0 50
 2014 7 7 1 0 2 16 16 1 0 100 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 100 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 2014 7 7 1 0 2 18 18 1 100 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 100 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 2014 7 7 1 0 2 20 20 6 0 100 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 100 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 2014 7 7 1 0 2 22 22 3 0 100 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 100 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 2014 7 7 1 0 2 24 24 12 0 16.6667 25 25 8.33333 25 0 0 0 0 0 0 0 0 0 0 0 0 16.6667 25 25 8.33333 25 0 0 0 0 0 0 0 0 0 0 0
 2014 7 7 1 0 2 26 26 14 0 14.2857 28.5714 14.2857 0 35.7143 7.14286 0 0 0 0 0 0 0 0 0 0 0 14.2857 28.5714 14.2857 0 35.7143 7.14286 0 0 0 0 0 0 0 0 0 0
 2014 7 7 1 0 2 28 28 16 0 6.25 31.25 43.75 6.25 6.25 0 6.25 0 0 0 0 0 0 0 0 0 0 6.25 31.25 43.75 6.25 6.25 0 6.25 0 0 0 0 0 0 0 0 0
 2014 7 7 1 0 2 30 30 14 0 7.14286 0 28.5714 14.2857 35.7143 14.2857 0 0 0 0 0 0 0 0 0 0 0 7.14286 0 28.5714 14.2857 35.7143 14.2857 0 0 0 0 0 0 0 0 0 0
 2014 7 7 1 0 2 32 32 14 0 0 14.2857 21.4286 7.14286 35.7143 14.2857 7.14286 0 0 0 0 0 0 0 0 0 0 0 14.2857 21.4286 7.14286 35.7143 14.2857 7.14286 0 0 0 0 0 0 0 0 0
 2014 7 7 1 0 2 34 34 27 0 0 3.7037 22.2222 18.5185 29.6296 22.2222 3.7037 0 0 0 0 0 0 0 0 0 0 0 3.7037 22.2222 18.5185 29.6296 22.2222 3.7037 0 0 0 0 0 0 0 0 0
 2014 7 7 1 0 2 36 36 41 0 0 0 4.87805 31.7073 39.0244 9.7561 9.7561 4.87805 0 0 0 0 0 0 0 0 0 0 0 4.87805 31.7073 39.0244 9.7561 9.7561 4.87805 0 0 0 0 0 0 0 0
 2014 7 7 1 0 2 38 38 62 0 0 0 3.22581 24.1935 41.9355 20.9677 6.45161 1.6129 0 1.6129 0 0 0 0 0 0 0 0 0 3.22581 24.1935 41.9355 20.9677 6.45161 1.6129 0 1.6129 0 0 0 0 0 0
 2014 7 7 1 0 2 40 40 58 0 0 0 5.17241 25.8621 41.3793 22.4138 5.17241 0 0 0 0 0 0 0 0 0 0 0 0 5.17241 25.8621 41.3793 22.4138 5.17241 0 0 0 0 0 0 0 0 0
 2014 7 7 1 0 2 42 42 35 0 0 0 0 8.57143 25.7143 17.1429 22.8571 14.2857 8.57143 0 0 0 0 2.85714 0 0 0 0 0 0 8.57143 25.7143 17.1429 22.8571 14.2857 8.57143 0 0 0 0 2.85714 0 0
 2014 7 7 1 0 2 44 44 37 0 0 0 0 10.8108 27.027 16.2162 18.9189 8.10811 13.5135 2.7027 0 2.7027 0 0 0 0 0 0 0 0 10.8108 27.027 16.2162 18.9189 8.10811 13.5135 2.7027 0 2.7027 0 0 0 0
 2014 7 7 1 0 2 46 46 21 0 0 0 0 0 9.52381 4.7619 14.2857 38.0952 14.2857 9.52381 4.7619 4.7619 0 0 0 0 0 0 0 0 0 9.52381 4.7619 14.2857 38.0952 14.2857 9.52381 4.7619 4.7619 0 0 0 0
 2014 7 7 1 0 2 48 48 10 0 0 0 0 0 0 10 30 10 20 0 10 10 10 0 0 0 0 0 0 0 0 0 10 30 10 20 0 10 10 10 0 0 0
 2014 7 7 1 0 2 50 50 13 0 0 0 0 0 0 0 0 15.3846 23.0769 0 7.69231 0 23.0769 7.69231 15.3846 7.69231 0 0 0 0 0 0 0 0 15.3846 23.0769 0 7.69231 0 23.0769 7.69231 15.3846 7.69231
 2014 7 7 1 0 2 52 52 7 0 0 0 0 0 0 0 0 14.2857 0 14.2857 14.2857 14.2857 14.2857 14.2857 14.2857 0 0 0 0 0 0 0 0 0 14.2857 0 14.2857 14.2857 14.2857 14.2857 14.2857 14.2857 0
 2014 7 7 1 0 2 54 54 4 0 0 0 0 0 0 0 0 0 25 25 0 25 0 25 0 0 0 0 0 0 0 0 0 0 0 25 25 0 25 0 25 0 0
 2014 7 7 1 0 2 56 56 2 0 0 0 0 0 0 0 0 0 0 0 0 0 50 0 50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 50 0 50 0
 2014 7 7 1 0 2 58 58 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 50 50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 50 50 0
 2003 7 7 2 0 2 18 18 1 100 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 100 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 2003 7 7 2 0 2 20 20 4 0 50 50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 50 50 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 2003 7 7 2 0 2 22 22 7 0 28.5714 71.4286 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 28.5714 71.4286 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 2003 7 7 2 0 2 24 24 12 0 0 58.3333 33.3333 8.33333 0 0 0 0 0 0 0 0 0 0 0 0 0 0 58.3333 33.3333 8.33333 0 0 0 0 0 0 0 0 0 0 0 0
 2003 7 7 2 0 2 26 26 28 0 0 39.2857 39.2857 21.4286 0 0 0 0 0 0 0 0 0 0 0 0 0 0 39.2857 39.2857 21.4286 0 0 0 0 0 0 0 0 0 0 0 0
 2003 7 7 2 0 2 28 28 55 0 0 21.8182 34.5455 41.8182 1.81818 0 0 0 0 0 0 0 0 0 0 0 0 0 21.8182 34.5455 41.8182 1.81818 0 0 0 0 0 0 0 0 0 0 0
 2003 7 7 2 0 2 30 30 71 0 0 5.6338 28.169 47.8873 16.9014 1.40845 0 0 0 0 0 0 0 0 0 0 0 0 5.6338 28.169 47.8873 16.9014 1.40845 0 0 0 0 0 0 0 0 0 0
 2003 7 7 2 0 2 32 32 64 0 0 1.5625 12.5 64.0625 15.625 6.25 0 0 0 0 0 0 0 0 0 0 0 0 1.5625 12.5 64.0625 15.625 6.25 0 0 0 0 0 0 0 0 0 0
 2003 7 7 2 0 2 34 34 78 0 0 0 8.97436 35.8974 24.359 15.3846 8.97436 3.84615 2.5641 0 0 0 0 0 0 0 0 0 0 8.97436 35.8974 24.359 15.3846 8.97436 3.84615 2.5641 0 0 0 0 0 0 0
 2003 7 7 2 0 2 36 36 36 0 0 0 5.55556 41.6667 19.4444 13.8889 11.1111 2.77778 5.55556 0 0 0 0 0 0 0 0 0 0 5.55556 41.6667 19.4444 13.8889 11.1111 2.77778 5.55556 0 0 0 0 0 0 0
 2003 7 7 2 0 2 38 38 17 0 0 0 0 41.1765 17.6471 17.6471 5.88235 11.7647 0 0 0 0 0 0 0 5.88235 0 0 0 0 41.1765 17.6471 17.6471 5.88235 11.7647 0 0 0 0 0 0 0 5.88235
 2003 7 7 2 0 2 40 40 7 0 0 0 0 42.8571 0 0 28.5714 0 0 14.2857 0 0 0 0 14.2857 0 0 0 0 0 42.8571 0 0 28.5714 0 0 14.2857 0 0 0 0 14.2857 0
 2003 7 7 2 0 2 42 42 3 0 0 0 0 0 0 0 66.6667 0 33.3333 0 0 0 0 0 0 0 0 0 0 0 0 0 0 66.6667 0 33.3333 0 0 0 0 0 0 0
 2004 7 7 2 0 2 18 18 2 0 100 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 100 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 2004 7 7 2 0 2 20 20 5 0 100 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 100 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 2004 7 7 2 0 2 22 22 10 0 30 50 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 30 50 20 0 0 0 0 0 0 0 0 0 0 0 0 0
 2004 7 7 2 0 2 24 24 17 0 0 41.1765 52.9412 5.88235 0 0 0 0 0 0 0 0 0 0 0 0 0 0 41.1765 52.9412 5.88235 0 0 0 0 0 0 0 0 0 0 0 0
 2004 7 7 2 0 2 26 26 25 0 0 20 68 8 4 0 0 0 0 0 0 0 0 0 0 0 0 0 20 68 8 4 0 0 0 0 0 0 0 0 0 0 0
 2004 7 7 2 0 2 28 28 31 0 0 0 38.7097 38.7097 16.129 6.45161 0 0 0 0 0 0 0 0 0 0 0 0 0 38.7097 38.7097 16.129 6.45161 0 0 0 0 0 0 0 0 0 0
 2004 7 7 2 0 2 30 30 36 0 0 0 19.4444 38.8889 30.5556 5.55556 5.55556 0 0 0 0 0 0 0 0 0 0 0 0 19.4444 38.8889 30.5556 5.55556 5.55556 0 0 0 0 0 0 0 0 0
 2004 7 7 2 0 2 32 32 52 0 0 0 3.84615 36.5385 32.6923 17.3077 7.69231 1.92308 0 0 0 0 0 0 0 0 0 0 0 3.84615 36.5385 32.6923 17.3077 7.69231 1.92308 0 0 0 0 0 0 0 0
 2004 7 7 2 0 2 34 34 49 0 0 0 0 14.2857 30.6122 34.6939 14.2857 4.08163 2.04082 0 0 0 0 0 0 0 0 0 0 0 14.2857 30.6122 34.6939 14.2857 4.08163 2.04082 0 0 0 0 0 0 0
 2004 7 7 2 0 2 36 36 35 0 0 0 0 5.71429 28.5714 31.4286 28.5714 2.85714 0 2.85714 0 0 0 0 0 0 0 0 0 0 5.71429 28.5714 31.4286 28.5714 2.85714 0 2.85714 0 0 0 0 0 0
 2004 7 7 2 0 2 38 38 18 0 0 0 0 0 16.6667 33.3333 22.2222 0 16.6667 5.55556 0 0 5.55556 0 0 0 0 0 0 0 0 16.6667 33.3333 22.2222 0 16.6667 5.55556 0 0 5.55556 0 0 0
 2004 7 7 2 0 2 40 40 8 0 0 0 0 0 25 25 37.5 0 0 12.5 0 0 0 0 0 0 0 0 0 0 0 25 25 37.5 0 0 12.5 0 0 0 0 0 0
 2004 7 7 2 0 2 42 42 4 0 0 0 0 0 0 25 25 0 0 25 0 0 25 0 0 0 0 0 0 0 0 0 25 25 0 0 25 0 0 25 0 0 0
 2004 7 7 2 0 2 48 48 1 0 0 0 0 0 0 0 0 0 0 0 100 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 100 0 0 0 0 0
